,ev_city,ev_country,ev_state,latitude,longitude
3448,,,,44.9537029,-93.0899578
3449,,,,45.0177112,78.38044169999999
3450,,,,39.7392358,-104.990251
3451,,,,34.5400242,-112.4685025
3452,,,,38.8942786,-77.43109919999999
3453,,,,59.4747958,-151.559836
3454,,,,39.1245047,-84.361606
3455,,,,67.0861111,-157.8513889
3456,,,,-7.3741779,20.8195292
3457,,,,43.1535728,-93.20103669999999
3458,,,,59.3563889,-151.9208333
3459,,,,42.3745282,-83.0473452
3461,,,,35.1110461,118.3332218
3462,,,,-32.3648617,-54.1665506
3463,,,,32.7764749,-79.93105120000001
3464,,,,39.7392358,-104.990251
3465,,,,30.267153,-97.7430608
3466,,,,52.1275582,6.2409496
3467,,,,51.26939609999999,4.0888417
3469,,,,30.1856027,-85.7255169
3470,,,,41.87194,12.56738
3471,,,,53.8844382,-166.5332434
3472,,,,39.755543,-105.2210997
3475,,,,41.8781136,-87.6297982
3476,,,,41.8781136,-87.6297982
3477,,,,60.7922222,-161.7558333
3478,,,,35.5942137,-105.2227978
3479,,,,46.4083362,-105.8405582
3480,,,,14.0722751,-87.19213599999999
3481,,,,55.41638889999999,-131.4813889
3482,,,,61.0680556,-151.1369444
3483,,,,23.4240463,-109.4199623
3484,,,,53.90453979999999,27.5615244
3485,,,,36.3644667,-105.7652927
3486,,,,5.127894,21.24472
3487,,,,39.8441427,-79.616648
3488,,,,34.4047987,-103.2052272
3489,,,,35.7873195,139.6583222
3491,,,,-6.978878600000001,110.3783587
3492,,,,18.4655394,-66.1057355
3494,,,,19.5499241,-71.7086514
3495,,,,33.4734978,-82.0105148
3496,,,,60.55444439999999,-151.2583333
3497,,,,33.9934867,-81.0739825
3498,,,,25.7616798,-80.1917902
3499,,,,52.132633,5.291265999999999
3500,,,,61.2180556,-149.9002778
3501,,,,45.1757547,-113.8959008
3502,,,,-5.147665099999999,119.4327314
3503,,,,41.6204269,-5.0870986
3504,,,,46.9105438,-98.7084357
3505,,,,62.9532043,-155.5959922
3506,,,,35.1072043,-80.703209
3507,,,,60.7922222,-161.7558333
3508,,,,38.9558546,-77.44781929999999
3509,,,,32.7764749,-79.93105120000001
3510,,,,-34.6036844,-58.3815591
3511,,,,24.8614622,67.0099388
3512,,,,43.820638,-69.8147684
3513,,,,44.3683156,-100.3509665
3516,,,,-0.1806532,-78.4678382
3517,,,,34.0007104,-81.0348144
3518,,,,51.5535446,0.5595831
3519,,,,61.2002404,-149.8816735
3520,,,,29.4241219,-98.49362819999999
3522,,,,1.5532783,110.3592127
3523,,,,36.1699412,-115.1398296
3524,,,,-2.9051835,-76.40279369999999
3525,,,,31.4637723,-100.4370375
3526,,,,66.97058609999999,-160.4397436
3527,,,,34.7464809,-92.28959479999999
3528,,,,36.002155,-114.0684841
3529,,,,44.0919511,-115.9544145
3530,,,,26.304823,-77.55621
3531,,,,40.7127837,-74.0059413
3532,,,,51.5073509,-0.1277583
3533,,,,45.770778,3.28804
3534,,,,34.4208305,-119.6981901
3535,,,,47.6587802,-117.4260466
3536,,,,24.8090649,-107.3940117
3537,,,,20.8893351,-156.4729469
3538,,,,63.39166669999999,-148.9508333
3539,,,,46.4004089,-117.0011889
3540,,,,37.86278540000001,-110.3958597
3541,,,,-39.4928444,176.9120178
3542,,,,31.9076736,131.4202411
3543,,,,44.0520691,-123.0867536
3544,,,,42.9099989,-2.6983868
3546,,,,25.0329694,121.5654177
3547,,,,56.4708333,-132.3766666
3548,,,,47.4234599,-120.3103494
3551,,,,37.5498061,45.0786282
3552,,,,42.1391927,-87.9289591
3553,,,,59.03972219999999,-158.4575
3554,,,,-42.1534771,145.3281242
3555,,,,34.1954331,-79.7625625
3557,,,,35.1495343,-90.0489801
3558,,,,-7.3741779,20.8195292
3559,,,,43.0730517,-89.4012302
3561,,,,35.7234734,-79.4622431
3562,,,,57.5719444,-154.4555556
3563,,,,52.1605419,-128.1455793
3564,,,,18.4655394,-66.1057355
3565,,,,47.6062095,-122.3320708
3566,,,,42.7070354,-71.1631137
3567,,,,39.7392358,-104.990251
3568,,,,14.5995124,120.9842195
3569,,,,39.114053,-94.6274636
3570,,,,27.6386434,-80.39727359999999
3571,,,,18.4655394,-66.1057355
3573,,,,61.923613,-151.1683574
3574,,,,38.0405837,-84.5037164
3575,,,,47.27985,13.21886
3576,,,,44.0247062,-88.5426136
3578,,,,19.7297222,-155.09
3579,,,,56.5407678,-79.22321
3580,,,,40.44062479999999,-79.9958864
3581,,,,39.7392358,-104.990251
3582,,,,-38.6856924,176.0702098
3583,,,,60.10416669999999,-149.4422222
3584,,,,66.89833329999999,-162.5966666
3585,,,,31.4110077,-96.57220129999999
3586,,,,29.4241219,-98.49362819999999
3587,,,,33.7489954,-84.3879824
3588,,,,51.2439415,5.7142222
3590,,,,34.0522342,-118.2436849
3591,,,,-17.5637341,-149.5988089
3592,,,,39.302,8.554345
3593,,,,36.5854078,-80.7611817
3594,,,,46.4004089,-117.0011889
3595,,,,58.98138889999999,-159.0583332
3596,,,,53.4083714,-2.9915726
3597,,,,44.2910915,-105.5022205
3598,,,,62.765833,-151.303333
3599,,,,34.7583934,-106.0558506
3600,,,,26.3683064,-80.1289321
3601,,,,39.114053,-94.6274636
3602,,,,23.563391,58.24914199999999
3603,,,,60.20249999999999,-154.3127778
3605,,,,39.0722106,-107.1889377
3606,,,,38.4454641,-121.8232958
3607,,,,61.5828109,-159.540714
3608,,,,40.03747329999999,-107.9131299
3609,,,,5.5482904,95.3237559
3610,,,,-23.2200216,-44.7204284
3611,,,,36.1407734,-5.353599399999999
3612,,,,40.702677,-73.7889689
3613,,,,49.2827291,-123.1207375
3614,,,,39.011902,-98.4842465
3615,,,,30.5082551,-97.678896
3616,,,,50.3070969,31.46433
3617,,,,19.9869444,-155.235
3618,,,,61.2180556,-149.9002778
3619,,,,39.0997265,-94.5785667
3620,,,,-12.046374,-77.0427934
3621,,,,60.5111752,-150.8247177
3622,,,,51.8968917,-8.4863157
3624,,,,36.1699412,-115.1398296
3626,,,,62.0855556,-163.7294444
3627,,,,42.0970023,-79.23532589999999
3628,,,,12.2958104,76.6393805
3629,,,,-22.5550102,17.0319468
3630,,,,33.7455731,-117.8678338
3631,,,,33.9533487,-117.3961564
3632,,,,60.5424087,-145.7525414
3633,,,,41.8781136,-87.6297982
3634,,,,40.8598219,-74.0593075
3635,,,,43.4710944,-89.74429060000001
3638,,,,39.7589478,-84.1916069
3639,,,,41.172137,-71.5576045
3640,,,,34.0522342,-118.2436849
3641,,,,62.68888889999999,-164.6152778
3642,,,,24.8090649,-107.3940117
3643,,,,35.5907253,139.5819968
3644,,,,26.640628,-81.8723084
3645,,,,24.8090649,-107.3940117
3646,,,,37.13617,-8.5376926
3647,,,,14.5995124,120.9842195
3649,,,,40.8823207,-73.5059562
3650,,,,42.3600825,-71.0588801
3651,,,,40.203143,-77.2899836
3652,,,,32.2217429,-110.926479
3653,,,,50.9280143,-0.4617075
3654,,,,61.2180556,-149.9002778
3655,,,,59.9639304,-147.7061229
3657,,,,48.5730164,-122.958775
3659,,,,41.8781136,-87.6297982
3661,,,,-30.0346471,-51.2176584
3662,,,,52.580831,-1.411071
3663,,,,-16.9760003,11.6840589
3664,,,,38.65921520000001,-87.172789
3665,,,,-14.235004,-51.92528
3666,,,,40.0178571,-78.9072458
3667,,,,36.0228066,-114.3335291
3669,,,,62.32090460000001,-150.1066221
3670,,,,62.0855556,-163.7294444
3671,,,,38.517072,-2.6108647
3672,,,,45.0202232,2.0860248
3674,,,,18.237248,-65.6480292
3675,,,,-22.7349114,-47.1697091
3676,,,,37.27528,-107.8800667
3677,,,,44.52634219999999,-109.0565308
3678,,,,39.768403,-86.158068
3679,,,,40.8324211,-115.7631232
3680,,,,48.696654,-122.9061069
3682,,,,35.3620235,-86.20943419999999
3683,,,,39.5296329,-119.8138027
3684,,,,33.7489954,-84.3879824
3685,,,,51.5073509,-0.1277583
3686,,,,6.253040800000001,-75.5645737
3687,,,,41.8781136,-87.6297982
3688,,,,57.48083330000001,-157.4838889
3689,,,,5.5,-62
3690,,,,-32.9442426,-60.65053880000001
3691,,,,24.1481425,-77.76809519999999
3692,,,,67.72694430000001,-164.5333333
3693,,,,39.0836712,-84.5085536
3694,,,,38.6270025,-90.19940419999999
3695,,,,35.0853336,-106.6055534
3696,,,,49.5129678,-115.7694002
3697,,,,36.816235,-111.6373384
3698,,,,33.8583483,-118.0647871
3699,,,,27.950575,-82.4571776
3700,,,,21.3069444,-157.8583333
3701,,,,41.6414438,-80.15144839999999
3702,,,,36.0041223,-120.1290272
3703,,,,25.7616798,-80.1917902
3704,,,,41.8781136,-87.6297982
3705,,,,45.8343543,-109.9540644
3706,,,,-1.55,-79.533333
3707,,,,39.5296329,-119.8138027
3708,,,,48.856614,2.3522219
3709,,,,43.604652,1.444209
3710,,,,58.8886668,-160.0497294
3712,,,,35.141179,-97.4769773
3713,,,,15.3228767,38.9250517
3714,,,,42.3785116,18.3326648
3715,,,,63.8697384,-149.0215109
3718,,,,15.1052115,-90.3160286
3719,,,,47.1981116,14.5780738
3720,,,,60.7922222,-161.7558333
3721,,,,-22.9068467,-43.1728965
3722,,,,61.4630768,-148.8041116
3723,,,,38.5815719,-121.4943996
3724,,,,16.9181251,-89.8926065
3725,,,,37.7749295,-122.4194155
3726,,,,59.7488889,-161.9158333
3727,,,,55.1291667,-131.5722222
3728,,,,36.91472220000001,-111.4558333
3729,,,,64.8377778,-147.7163889
3730,,,,-16.9760003,11.6840589
3731,,,,39.1910983,-106.8175387
3732,,,,20.4736865,-103.4479314
3733,,,,64.5011111,-165.4063889
3734,,,,-22.7349114,-47.1697091
3735,,,,34.4208305,-119.6981901
3736,,,,35.2377644,-115.4991602
3737,,,,-16.4090474,-71.53745099999999
3738,,,,66.89833329999999,-162.5966666
3739,,,,51.51893579999999,7.135681099999999
3740,,,,34.0232431,-84.3615555
3741,,,,57.5814094,-156.12191
3742,,,,63.3366667,-142.9855556
3743,,,,60.5302778,-165.1025
3744,,,,-23.5505199,-46.63330939999999
3745,,,,50.85064329999999,8.7810455
3746,,,,30.3321838,-81.65565099999999
3747,,,,27.3364347,-82.53065269999999
3748,,,,35.0853336,-106.6055534
3749,,,,35.7795897,-78.6381787
3750,,,,2.9344837,-75.2809001
3751,,,,30.1856027,-85.7255169
3752,,,,59.7260532,-157.28274
3753,,,,43.282801,3.279651
3755,,,,59.3563889,-151.9208333
3756,,,,-0.1521384,37.3084079
3757,,,,51.2194475,4.4024643
3758,,,,29.7604267,-95.3698028
3759,,,,60.20249999999999,-154.3127778
3760,,,,48.856614,2.3522219
3761,,,,35.79154,-78.7811169
3762,,,,58.3019444,-134.4197222
3763,,,,33.9934867,-81.0739825
3764,,,,25.0329694,121.5654177
3765,,,,58.11,-135.4436111
3766,,,,-6.2087634,106.845599
3767,,,,38.0608445,-97.92977429999999
3768,,,,44.461865,6.055327
3769,,,,42.4030865,-86.2736407
3770,,,,43.1450748,-95.144318
3771,,,,14.0722751,-87.19213599999999
3772,,,,47.5605413,-52.71283150000001
3773,,,,44.977753,-93.2650108
3774,,,,65.3052778,-143.1536111
3775,,,,31.7618778,-106.4850217
3776,,,,67.5711111,-162.9652778
3777,,,,44.4758825,-73.21207199999999
3778,,,,57.70887,11.97456
3779,,,,42.6827885,-89.0187222
3780,,,,35.1464904,-104.783235
3781,,,,37.00424539999999,-110.1734785
3782,,,,43.5250265,-84.1227598
3783,,,,42.8713032,-112.4455344
3784,,,,40.735657,-74.1723667
3785,,,,32.6926512,-114.6276916
3786,,,,19.7297222,-155.09
3787,,,,34.399687,-119.3078595
3788,,,,42.7006303,-74.92432099999999
3789,,,,28.6916182,-100.5408622
3790,,,,25.6866142,-100.3161126
3791,,,,17.0594169,-96.7216219
3792,,,,39.011902,-98.4842465
3794,,,,58.3019444,-134.4197222
3795,,,,40.1053196,-85.6802541
3797,,,,40.6460622,-111.4979729
3798,,,,10.3082904,123.9014912
3799,,,,18.3807819,-65.9573872
3801,,,,18.1627363,-66.7221187
3802,,,,59.39900369999999,9.9698546
3803,,,,-23.8130993,-46.79188389999999
3804,,,,36.945542,-112.5265889
3805,,,,1.2521739,-70.23361799999999
3806,,,,35.8801557,140.3576596
3807,,,,39.0997265,-94.5785667
3808,,,,58.21555559999999,-157.3758333
3809,,,,41.3113669,-105.5911007
3810,,,,25.7616798,-80.1917902
3811,,,,31.66246,115.347219
3812,,,,39.5505376,-107.3247762
3813,,,,45.7046833,4.9128166
3814,,,,-30.0002315,136.2091547
3815,,,,31.3011855,-110.9381047
3816,,,,-23.5505199,-46.63330939999999
3819,,,,70.63694439999999,-160.0383333
3820,,,,48.74908,-122.4781473
3821,,,,60.20249999999999,-154.3127778
3822,,,,42.03272339999999,-97.41375529999999
3823,,,,37.6688205,-122.0807964
3824,,,,43.9695074,-74.1645951
3826,,,,34.5794343,-118.1164613
3827,,,,25.7332982,-79.2729372
3828,,,,60.77305560000001,-148.6838889
3829,,,,39.011902,-98.4842465
3830,,,,20.0230556,-155.6716667
3831,,,,70.2175,-150.9763889
3832,,,,39.011902,-98.4842465
3833,,,,28.5383355,-81.3792365
3834,,,,-22.5550102,17.0319468
3836,,,,34.0848366,115.3243971
3837,,,,41.49932,-81.6943605
3838,,,,45.8202334,-88.0659603
3839,,,,58.3019444,-134.4197222
3840,,,,43.0389025,-87.9064736
3842,,,,-26.9861003,153.1325243
3844,,,,41.9778795,-91.6656232
3845,,,,44.21553919999999,-114.9351998
3846,,,,35.4675602,-97.5164276
3848,,,,47.6062095,-122.3320708
3849,,,,68.3477778,-166.8080556
3850,,,,19.7297222,-155.09
3852,,,,40.702677,-73.7889689
3853,,,,30.1588129,-85.6602058
3854,,,,-23.6222449,-46.5153922
3855,,,,37.3382082,-121.8863286
3856,,,,55.12224500000001,-3.349008
3857,,,,46.03866499999999,-67.9600193
3858,,,,35.0768141,-80.6692352
3859,,,,36.8975794,-95.9260927
3860,,,,61.9388889,-162.875
3861,,,,43.2220146,76.8512485
3862,,,,38.8942786,-77.43109919999999
3863,,,,44.977753,-93.2650108
3864,,,,25.7616798,-80.1917902
3865,,,,51.454513,-2.58791
3866,,,,39.7392358,-104.990251
3867,,,,61.8777778,-162.081111
3868,,,,51.9089895,14.7093288
3870,,,,21.3069444,-157.8583333
3871,,,,45.45948629999999,-69.59058150000001
3872,,,,40.702677,-73.7889689
3873,,,,47.5896468,7.768778999999999
3874,,,,47.209444,-121.492778
3876,,,,36.074208,139.2372873
3877,,,,41.6204269,-5.0870986
3878,,,,43.2220146,76.8512485
3880,,,,48.51260449999999,-122.6126718
3881,,,,57.46583330000001,-133.3533333
3882,,,,40.8598219,-74.0593075
3883,,,,29.4241219,-98.49362819999999
3884,,,,39.4562099,-77.96388689999999
3885,,,,64.8802778,-157.7008333
3886,,,,51.2562128,7.150763599999999
3887,,,,32.229919,-108.981499
3888,,,,32.8998091,-97.0403352
3889,,,,62.5077094,-153.8940126
3890,,,,35.7344538,-81.3444573
3891,,,,60.6124792,-165.0938553
3892,,,,54.9169444,-132.6791667
3893,,,,-22.742622,-46.37321379999999
3894,,,,29.46132889999999,-90.75147989999999
3895,,,,34.1333799,-109.2859196
3896,,,,21.9811111,-159.3711111
3897,,,,36.522869,-5.8652962
3898,,,,38.5708849,-90.1901113
3899,,,,53.6236329,-6.915636999999999
3900,,,,-31.1469737,-64.3279056
3901,,,,42.697283,9.450880999999999
3902,,,,25.7616798,-80.1917902
3903,,,,35.6150716,-87.0352831
3904,,,,51.90522499999999,0.19691
3905,,,,38.069211,-117.2305861
3906,,,,35.4675602,-97.5164276
3907,,,,37.9249733,40.2109826
3908,,,,-23.5505199,-46.63330939999999
3909,,,,60.9094444,-161.4313889
3910,,,,59.0730556,-160.3347221
3911,,,,14.525556,-75.818333
3912,,,,46.568059,3.334417
3913,,,,32.2217429,-110.926479
3914,,,,64.7333333,-156.9275
3915,,,,35.14726,-107.8514466
3916,,,,25.7616798,-80.1917902
3917,,,,41.9164343,-83.3977101
3918,,,,33.4483771,-112.0740373
3919,,,,55.3397222,-160.4972222
3920,,,,0.5185303,25.2007728
3922,,,,34.8227556,-118.9448219
3923,,,,61.2180556,-149.9002778
3924,,,,51.5073509,-0.1277583
3925,,,,40.789142,-73.13496099999999
3926,,,,57.932629,-101.1316856
3927,,,,40.1944043,-110.0618168
3928,,,,39.3642834,-74.4229266
3929,,,,40.702677,-73.7889689
3930,,,,37.798754,-78.4955648
3931,,,,55.6363631,13.5006052
3932,,,,28.5383355,-81.3792365
3933,,,,-2.9001285,-79.00589649999999
3934,,,,38.8338816,-104.8213634
3935,,,,63.11480289999999,-151.192595
3936,,,,40.32674069999999,-78.9219698
3937,,,,33.7444613,-118.3870173
3938,,,,25.1276033,121.7391833
3939,,,,61.5277778,-165.5863889
3940,,,,44.3731103,-71.6101011
3941,,,,64.5011111,-165.4063889
3942,,,,41.8781136,-87.6297982
3943,,,,23.69781,120.960515
3944,,,,8.4656765,-13.2317225
3945,,,,36.0544445,-112.1401108
3946,,,,2.181718,-73.78645
3947,,,,25.7616798,-80.1917902
3948,,,,3.4516467,-76.5319854
3949,,,,34.7464809,-92.28959479999999
3951,,,,60.7922222,-161.7558333
3952,,,,14.6349149,-90.5068824
3953,,,,36.0544445,-112.1401108
3954,,,,47.7504469,-90.3342727
3955,,,,44.0581728,-121.3153096
3956,,,,23.0877855,-103.6778497
3957,,,,59.64250000000001,-151.5483333
3958,,,,64.0377778,-145.7322222
3959,,,,39.7392358,-104.990251
3960,,,,-12.1030155,-76.9494881
3962,,,,38.5449065,-121.7405167
3963,,,,30.0852811,-95.4840998
3964,,,,4.815554,7.0498442
3965,,,,66.89833329999999,-162.5966666
3967,,,,61.13083330000001,-146.3483333
3968,,,,20.8783333,-156.6825
3970,,,,60.95432469999999,-149.1598983
3971,,,,60.3465742,-155.3352395
3972,,,,51.5535446,0.5595831
3973,,,,18.335361,-64.95340089999999
3974,,,,55.34222219999999,-131.6461111
3975,,,,4.710988599999999,-74.072092
3976,,,,37.08422710000001,-94.51328099999999
3977,,,,52.56949849999999,-0.2405299
3978,,,,13.8140402,100.146268
3979,,,,-34.7479014,146.5503637
3980,,,,48.2553867,-121.6015142
3981,,,,33.8644003,-111.4679427
3982,,,,42.866632,-106.313081
3983,,,,8.863446600000001,-70.69156989999999
3984,,,,42.7875235,-86.1089301
3985,,,,31.7618778,-106.4850217
3986,,,,62.1097214,-145.557302
3987,,,,-2.4678144,139.2030851
3988,,,,40.2115109,-74.6796651
3989,,,,39.7392358,-104.990251
3990,,,,59.7488889,-161.9158333
3991,,,,40.1632913,-110.4029329
3992,,,,29.7604267,-95.3698028
3993,,,,39.0836712,-84.5085536
3994,,,,38.6270025,-90.19940419999999
3995,,,,42.3600825,-71.0588801
3996,,,,40.03747329999999,-107.9131299
3997,,,,39.0997265,-94.5785667
3998,,,,36.2704212,-121.807976
3999,,,,26.1224386,-80.13731740000001
4000,,,,-34.1064847,141.9221664
4001,,,,42.3600825,-71.0588801
4002,,,,41.49932,-81.6943605
4003,,,,-22.9068467,-43.1728965
4004,,,,37.68717609999999,-97.33005299999999
4005,,,,42.4528571,-75.0637746
4007,,,,46.1538473,-96.80202279999999
4008,,,,32.8872094,13.1913383
4009,,,,48.71123350000001,9.822182999999999
4010,,,,-39.9300887,175.0478901
4011,,,,29.6152274,-99.5269926
4012,,,,37.5752755,36.9228223
4013,,,,43.6980782,-85.4836557
4014,,,,-35.5795461,173.7624053
4015,,,,60.05138890000001,-151.6688889
4017,,,,44.9537029,-93.0899578
4018,,,,26.0112014,-80.1494901
4020,,,,41.9110123,-71.4418101
4021,,,,43.100903,-75.232664
4022,,,,43.4831519,-1.558626
4023,,,,60.2188889,-162.0244444
4024,,,,33.7455731,-117.8678338
4025,,,,38.3606736,-75.5993692
4026,,,,36.778261,-119.4179324
4027,,,,59.03972219999999,-158.4575
4028,,,,20.9538491,-97.4303613
4029,,,,35.2270869,-80.8431267
4030,,,,33.7489954,-84.3879824
4031,,,,45.7832856,-108.5006904
4032,,,,37.7749295,-122.4194155
4033,,,,51.9972879,6.8777474
4034,,,,41.6624604,-92.0665197
4035,,,,-22.7386629,-47.2799748
4037,,,,59.2730556,-158.6177778
4039,,,,30.3321838,-81.65565099999999
4040,,,,42.6525793,-73.7562317
4041,,,,41.9027835,12.4963655
4042,,,,26.5867358,-80.05198589999999
4044,,,,41.8781136,-87.6297982
4045,,,,39.7392358,-104.990251
4047,,,,32.0954304,-96.46887269999999
4048,,,,29.2180314,-82.05614249999999
4049,,,,40.735657,-74.1723667
4050,,,,37.9850091,-103.5438321
4051,,,,39.1404477,-121.6169108
4052,,,,57.79000000000001,-152.4072222
4053,,,,43.0730517,-89.4012302
4054,,,,-34.049292,18.612855
4055,,,,39.7392358,-104.990251
4056,,,,46.1876419,6.292593
4057,,,,36.0544445,-112.1401108
4059,,,,19.2826098,-99.6556653
4060,,,,59.03972219999999,-158.4575
4061,,,,-16.9760003,11.6840589
4062,,,,39.011902,-98.4842465
4063,,,,19.1138094,-104.3384616
4064,,,,46.87871759999999,-113.996586
4065,,,,32.0852999,34.78176759999999
4066,,,,59.3497222,-157.4752777
4067,,,,29.3791112,-90.2600786
4068,,,,42.8858503,-87.8631362
4069,,,,44.6697805,-74.9813084
4070,,,,39.9611755,-82.99879419999999
4071,,,,30.3321838,-81.65565099999999
4072,,,,44.911006,-116.0987364
4073,,,,27.8005828,-97.39638099999999
4074,,,,34.0522342,-118.2436849
4075,,,,39.8906122,-84.1988308
4076,,,,-3.1190275,-60.0217314
4077,,,,24.7637822,-107.7014482
4079,,,,18.4655394,-66.1057355
4080,,,,29.4241219,-98.49362819999999
4081,,,,51.5073509,-0.1277583
4082,,,,29.2366172,-89.9872941
4083,,,,40.7127837,-74.0059413
4084,,,,70.20019959999999,-148.4597191
4085,,,,37.1327981,-104.8488835
4086,,,,43.0389025,-87.9064736
4087,,,,42.6827885,-89.0187222
4088,,,,6.320733,-10.8020443
4089,,,,26.7153424,-80.0533746
4090,,,,32.65042810000001,-93.025717
4091,,,,29.95106579999999,-90.0715323
4093,,,,39.011902,-98.4842465
4094,,,,8.2750921,-62.76766329999999
4095,,,,38.3606736,-75.5993692
4096,,,,19.4326077,-99.133208
4097,,,,42.2411499,-83.61299389999999
4098,,,,40.44062479999999,-79.9958864
4099,,,,3.171322,113.0419069
4100,,,,18.3948898,-71.2027767
4101,,,,66.5655556,-152.6455556
4102,,,,34.2998762,-79.8761741
4103,,,,41.9789631,-76.51549899999999
4104,,,,38.9071923,-77.0368707
4105,,,,37.7749295,-122.4194155
4106,,,,59.45833329999999,-135.3138889
4107,,,,61.5311111,-166.0966666
4108,,,,57.9608333,-136.2275
4109,,,,28.5383355,-81.3792365
4110,,,,39.9525839,-75.1652215
4111,,,,48.6198571,-122.6809988
4112,,,,-17.713371,178.065032
4113,,,,-34.6036844,-58.3815591
4115,,,,43.2220146,76.8512485
4116,,,,16.9948175,-89.8224054
4118,,,,48.7005324,-96.18168159999999
4119,,,,32.8328112,-117.2712717
4120,,,,41.5886629,-83.89105339999999
4121,,,,52.3702157,4.895167900000001
4122,,,,24.8090649,-107.3940117
4123,,,,7.103312,125.7188463
4124,,,,60.6966667,-161.9519444
4125,,,,43.0481221,-76.14742439999999
4127,,,,44.3106241,-69.7794897
4128,,,,36.9033581,-104.4391532
4129,,,,40.7674987,-73.833079
4131,,,,63.39166669999999,-148.9508333
4132,,,,-2.1709979,-79.9223592
4133,,,,33.2326174,-87.423614
4134,,,,39.2461138,-94.4191177
4135,,,,33.7489954,-84.3879824
4137,,,,46.87871759999999,-113.996586
4138,,,,29.95106579999999,-90.0715323
4139,,,,56.9491667,-158.6269444
4140,,,,38.0608445,-97.92977429999999
4142,,,,0.4161976,9.4672676
4143,,,,41.2688392,-110.3398785
4144,,,,40.199814,-76.7310806
4145,,,,66.6038889,-160.0069444
4146,,,,39.0836712,-84.5085536
4147,,,,32.9065168,-90.87815669999999
4148,,,,39.768403,-86.158068
4150,,,,35.1982836,-111.651302
4151,,,,26.3017374,-98.1633432
4152,,,,33.2558717,-116.375012
4153,,,,31.5604442,-91.40317100000001
4154,,,,35.1495343,-90.0489801
4155,,,,42.09868669999999,-75.91797380000001
4156,,,,-34.6036844,-58.3815591
4157,,,,26.7542312,-80.93367529999999
4158,,,,61.1768946,-151.1527851
4159,,,,32.8998091,-97.0403352
4160,,,,45.4654219,9.1859243
4161,,,,61.2180556,-149.9002778
4162,,,,39.0997265,-94.5785667
4163,,,,35.9131996,-79.0558445
4164,,,,49.1529842,-125.9066184
4165,,,,45.8710837,-89.7092705
4166,,,,30.6794477,-81.9651863
4167,,,,38.149576,-79.0716958
4168,,,,58.72833329999999,-157.0138889
4169,,,,40.8598219,-74.0593075
4170,,,,45.7832856,-108.5006904
4171,,,,34.0007104,-81.0348144
4172,,,,14.4335814,120.4855638
4173,,,,20.8893351,-156.4729469
4174,,,,60.34305560000001,-162.6630556
4175,,,,60.4877778,-151.0583332
4176,,,,47.7166836,-104.1563253
4177,,,,38.4192496,-82.44515400000002
4178,,,,32.7766642,-96.79698789999999
4179,,,,39.7392358,-104.990251
4180,,,,38.1156879,13.3612671
4181,,,,-8.670458199999999,115.2126293
4182,,,,60.2188889,-162.0244444
4183,,,,22.2335141,114.1695457
4184,,,,55.4763889,-133.1483333
4185,,,,66.56734999999999,-145.2513402
4186,,,,53.7585877,-90.0763901
4187,,,,58.68832510000001,-156.661351
4188,,,,4.710988599999999,-74.072092
4190,,,,38.0608445,-97.92977429999999
4191,,,,59.06194439999999,-160.3763889
4194,,,,35.2270869,-80.8431267
4195,,,,25.9023168,-80.25032709999999
4196,,,,32.3717248,-112.8607099
4197,,,,46.2395793,-119.1005657
4198,,,,43.6365693,-113.3002844
4199,,,,-19.9166813,-43.9344931
4200,,,,29.7843773,-92.15623860000001
4201,,,,56.0313658,9.934994
4202,,,,39.2903848,-76.6121893
4204,,,,31.8667427,-116.5963713
4205,,,,29.2863311,-91.2251062
4206,,,,19.2080704,-69.3324518
4207,,,,30.0367543,-84.336621
4208,,,,30.267153,-97.7430608
4209,,,,37.7749295,-122.4194155
4210,,,,32.8995325,-105.960265
4211,,,,39.1434406,-77.2013705
4213,,,,41.8470056,-71.2393933
4215,,,,33.9193221,-84.5103453
4216,,,,47.42715459999999,-92.9376887
4217,,,,33.886917,9.537499
4218,,,,40.7127837,-74.0059413
4219,,,,64.5011111,-165.4063889
4220,,,,54.5772323,-2.7974835
4221,,,,36.1699412,-115.1398296
4222,,,,44.43225380000001,-74.18023780000001
4223,,,,44.9656821,-70.6427102
4224,,,,19.4326077,-99.133208
4225,,,,47.6587802,-117.4260466
4226,,,,42.9981156,-78.1875167
4227,,,,42.9903686,1.5421309
4228,,,,60.16,-164.2658333
4230,,,,28.5383355,-81.3792365
4231,,,,60.34305560000001,-162.6630556
4233,,,,64.5011111,-165.4063889
4235,,,,19.8997222,-155.1291667
4236,,,,36.139678,-120.3601496
4237,,,,41.8239891,-71.4128343
4238,,,,40.7127837,-74.0059413
4239,,,,60.95432469999999,-149.1598983
4240,,,,37.68717609999999,-97.33005299999999
4241,,,,33.4483771,-112.0740373
4242,,,,39.5555871,2.7805121
4243,,,,33.6890603,-78.8866943
4244,,,,35.0622161,136.683803
4245,,,,59.9401747,-164.0833318
4246,,,,4.25,20.966667
4247,,,,48.9052657,-95.31440409999999
4249,,,,40.9177251,-111.3993634
4250,,,,42.293951,-85.7051116
4251,,,,35.3859242,-94.39854749999999
4252,,,,17.9757058,102.6331035
4253,,,,47.34641,6.704165000000001
4254,,,,39.0997265,-94.5785667
4256,,,,25.7616798,-80.1917902
4257,,,,38.5733155,-109.5498395
4258,,,,35.1982836,-111.651302
